Gene	Paralogs
SLC34A3	SLC34A1
SLC35A2	SLC35A3
SLC35A3	SLC35A2
SLC35A4	SLC35A5
SLC35A5	SLC35A4
SLC35D2	AL160269.1
SLC35E2A	SLC35E2B
SLC35E2B	SLC35E2A
SLC35F1	SLC35F2
SLC35F2	SLC35F1
SLC35F3	SLC35F4
SLC35F4	SLC35F3
SLC35G1	SLC35G2,SLC35G3,SLC35G4,SLC35G5,SLC35G6
SLC35G2	SLC35G1,SLC35G3,SLC35G4,SLC35G5,SLC35G6
SLC35G3	SLC35G1,SLC35G2,SLC35G4,SLC35G5,SLC35G6
SLC35G4	SLC35G1,SLC35G2,SLC35G3,SLC35G5,SLC35G6
SLC35G5	SLC35G1,SLC35G2,SLC35G3,SLC35G4,SLC35G6
SLC35G6	SLC35G1,SLC35G2,SLC35G3,SLC35G4,SLC35G5
SLC41A1	SLC41A2
SLC41A2	SLC41A1
SLC43A1	SLC43A2
SLC43A2	SLC43A1
SLC45A1	SLC45A2
SLC45A2	SLC45A1
SLC45A3	SLC45A4
SLC45A4	SLC45A3
SLC46A1	SLC46A3
SLC46A3	SLC46A1
SLC49A3	C1orf194,DIRC2
SLC52A1	SLC52A2,SLC52A3
SLC52A2	SLC52A1,SLC52A3
SLC52A3	SLC52A1,SLC52A2
SLC6A14	SLC6A5
SLC6A5	SLC6A14
SLC6A8	AC136616.1
SLC9A3R1	SLC9A3R2
SLC9A3R2	SLC9A3R1
SLC9A6	SLC9A7
SLC9A7	SLC9A6
SLC9B1	SLC9B2
SLC9B2	SLC9B1
SLCO1A2	AC011604.2,AC022335.1,SLCO1B1,SLCO1B3,SLCO1B7
SLCO1B1	AC011604.2,AC022335.1,SLCO1A2,SLCO1B3,SLCO1B7
SLCO1B3	AC011604.2,AC022335.1,SLCO1A2,SLCO1B1,SLCO1B7
SLCO1B7	AC011604.2,AC022335.1,SLCO1A2,SLCO1B1,SLCO1B3
SLCO2A1	SLCO2B1
SLCO2B1	SLCO2A1
SLCO3A1	SLCO5A1
SLCO4A1	SLCO4C1,SLCO6A1
SLCO4C1	SLCO4A1,SLCO6A1
SLCO5A1	SLCO3A1
SLCO6A1	SLCO4A1,SLCO4C1
SLF2	FAM178B
SLFN11	SLFN12,SLFN12L,SLFN13,SLFN14,SLFN5,SLFNL1
SLFN12	SLFN11,SLFN12L,SLFN13,SLFN14,SLFN5,SLFNL1
SLFN12L	SLFN11,SLFN12,SLFN13,SLFN14,SLFN5,SLFNL1
SLFN13	SLFN11,SLFN12,SLFN12L,SLFN14,SLFN5,SLFNL1
SLFN14	SLFN11,SLFN12,SLFN12L,SLFN13,SLFN5,SLFNL1
SLFN5	SLFN11,SLFN12,SLFN12L,SLFN13,SLFN14,SLFNL1
SLFNL1	SLFN11,SLFN12,SLFN12L,SLFN13,SLFN14,SLFN5
SLX1A	SLX1B
SLX1B	SLX1A
SMAD2	SMAD3
SMAD3	SMAD2
SMC5	SMC6
SMC6	SMC5
SMCO2	CCDC188,TMCO5A
SMG8	AC099850.2
SMIM10	SMIM10L1,SMIM10L2A,SMIM10L2B
SMIM10L1	SMIM10,SMIM10L2A,SMIM10L2B
SMIM10L2A	SMIM10,SMIM10L1,SMIM10L2B
SMIM10L2B	SMIM10,SMIM10L1,SMIM10L2A
SMIM11A	SMIM11B
SMIM11B	SMIM11A
SMIM24	PDZK1IP1
SMIM34A	SMIM34B
SMIM34B	SMIM34A
SMN1	SMN2,SMNDC1
SMN2	SMN1,SMNDC1
SMNDC1	SMN1,SMN2
SMOC1	SMOC2
SMOC2	SMOC1
SMPDL3A	SMPDL3B
SMPDL3B	SMPDL3A
SNAI2	SNAI3
SNAI3	SNAI2
SNAP23	SNAP25
SNAP25	SNAP23
SNAP29	SNAP47
SNAP47	SNAP29
SNCA	SNCB
SNCB	SNCA
SNORA1	RF00408,SNORA1B
SNORA10	RF00264,SNORA10B,SNORA64
SNORA108	SNORD28,SNORD28B
SNORA10B	RF00264,SNORA10,SNORA64
SNORA11	RF00614,SNORA11B,SNORA11C,SNORA11D,SNORA11E,SNORA11F
SNORA11B	RF00614,SNORA11,SNORA11C,SNORA11D,SNORA11E,SNORA11F
SNORA11C	RF00614,SNORA11,SNORA11B,SNORA11D,SNORA11E,SNORA11F
SNORA11D	RF00614,SNORA11,SNORA11B,SNORA11C,SNORA11E,SNORA11F
SNORA11E	RF00614,SNORA11,SNORA11B,SNORA11C,SNORA11D,SNORA11F
SNORA11F	RF00614,SNORA11,SNORA11B,SNORA11C,SNORA11D,SNORA11E
SNORA12	RF00586
SNORA14A	RF00397,SNORA14B
SNORA14B	RF00397,SNORA14A
SNORA15	RF00398,SNORA15B-1,SNORA15B-2
SNORA15B-1	RF00398,SNORA15,SNORA15B-2
SNORA15B-2	RF00398,SNORA15,SNORA15B-1
SNORA16A	RF00190,SNORA16B
SNORA16B	RF00190,SNORA16A
SNORA17A	RF00416,SNORA17B
SNORA17B	RF00416,RF00560,SNORA17A
SNORA18	RF00425
SNORA19	RF00413
SNORA1B	RF00408,SNORA1
SNORA20	RF00401,SNORA20B
SNORA20B	RF00401,SNORA20
SNORA21	SNORA21B
SNORA21B	SNORA21
SNORA22	RF00414,SNORA22B,SNORA22C
SNORA22B	RF00414,SNORA22,SNORA22C
SNORA22C	RF00414,SNORA22,SNORA22B
SNORA24	RF00399,SNORA24B
SNORA24B	RF00399,SNORA24
SNORA25	RF00402,SNORA25B
SNORA25B	RF00402,SNORA25
SNORA26	RF00568
SNORA27	RF00443
SNORA2A	RF00410,SNORA2B,SNORA2C
SNORA2B	RF00410,SNORA2A,SNORA2C
SNORA2C	RF00410,SNORA2A,SNORA2B
SNORA30	RF00415,SNORA30B,SNORA37
SNORA30B	RF00415,SNORA30,SNORA37
SNORA31	RF00322
SNORA32	RF00421
SNORA33	RF00438
SNORA35	RF00566,SNORA35B
SNORA35B	RF00566,SNORA35
SNORA36A	RF00340,SNORA36B,SNORA36C
SNORA36B	RF00340,SNORA36A,SNORA36C
SNORA36C	RF00340,SNORA36A,SNORA36B
SNORA37	RF00415,SNORA30,SNORA30B
SNORA38	RF00428,SNORA38B
SNORA38B	RF00428,SNORA38
SNORA3A	RF00334,SNORA3B,SNORA3C
SNORA3B	RF00334,SNORA3A,SNORA3C
SNORA3C	RF00334,SNORA3A,SNORA3B
SNORA4	RF00394
SNORA40	RF00561,SNORA40B,SNORA40C
SNORA40B	RF00561,SNORA40,SNORA40C
SNORA40C	RF00561,SNORA40,SNORA40B
SNORA41	SNORA41B
SNORA41B	SNORA41
SNORA44	RF00405
SNORA46	RF00404
SNORA48	RF00554,SNORA48B
SNORA48B	RF00554,SNORA48
SNORA50A	RF00407,RF00598,SNORA50B,SNORA50C,SNORA50D
SNORA50B	RF00407,RF00598,SNORA50A,SNORA50C,SNORA50D
SNORA50C	RF00598,SNORA50A,SNORA50B,SNORA50D
SNORA50D	RF00407,RF00598,SNORA50A,SNORA50B,SNORA50C
SNORA51	RF00432
SNORA57	RF00191
SNORA58	RF00418,SNORA58B
SNORA58B	RF00418,SNORA58
SNORA59A	RF01293
SNORA5A	RF00392,SNORA5B,SNORA5C
SNORA5B	RF00392,SNORA5A,SNORA5C
SNORA5C	RF00392,SNORA5A,SNORA5B
SNORA6	RF00091,SNORA62
SNORA62	RF00091,SNORA6
SNORA63	RF00092,SNORA63C,SNORA63D
SNORA63C	RF00092,SNORA63,SNORA63D
SNORA63D	RF00092,SNORA63,SNORA63C
SNORA64	RF00264,SNORA10,SNORA10B
SNORA67	RF00272
SNORA68	RF00263,SNORA68B
SNORA68B	RF00263,SNORA68
SNORA69	RF00265
SNORA70	RF00156,SNORA70B,SNORA70C,SNORA70D,SNORA70E,SNORA70F,SNORA70G,SNORA70I,SNORA70J
SNORA70B	RF00156,SNORA70,SNORA70C,SNORA70D,SNORA70E,SNORA70F,SNORA70G,SNORA70I,SNORA70J
SNORA70C	RF00156,SNORA70,SNORA70B,SNORA70D,SNORA70E,SNORA70F,SNORA70G,SNORA70I,SNORA70J
SNORA70D	RF00156,SNORA70,SNORA70B,SNORA70C,SNORA70E,SNORA70F,SNORA70G,SNORA70I,SNORA70J
SNORA70E	RF00156,SNORA70,SNORA70B,SNORA70C,SNORA70D,SNORA70F,SNORA70G,SNORA70I,SNORA70J
SNORA70F	RF00156,SNORA70,SNORA70B,SNORA70C,SNORA70D,SNORA70E,SNORA70G,SNORA70I,SNORA70J
SNORA70G	RF00156,SNORA70,SNORA70B,SNORA70C,SNORA70D,SNORA70E,SNORA70F,SNORA70I,SNORA70J
SNORA70I	RF00156,SNORA70,SNORA70B,SNORA70C,SNORA70D,SNORA70E,SNORA70F,SNORA70G,SNORA70J
SNORA70J	RF00156,SNORA70,SNORA70B,SNORA70C,SNORA70D,SNORA70E,SNORA70F,SNORA70G,SNORA70I
SNORA71A	RF00056,SNORA71C,SNORA71D,SNORA71E
SNORA71C	RF00056,SNORA71A,SNORA71D,SNORA71E
SNORA71D	RF00056,SNORA71A,SNORA71C,SNORA71E
SNORA71E	RF00056,SNORA71A,SNORA71C,SNORA71D
SNORA72	RF00139
SNORA73A	RF00045,RNU105B,RNU105C,SNORA73B
SNORA73B	RF00045,RNU105B,RNU105C,SNORA73A
SNORA74A	RF00090,SNORA74B,SNORA74C-1,SNORA74C-2,SNORA74D
SNORA74B	RF00090,SNORA74A,SNORA74C-1,SNORA74C-2,SNORA74D
SNORA74C-1	RF00090,SNORA74A,SNORA74B,SNORA74C-2,SNORA74D
SNORA74C-2	RF00090,SNORA74A,SNORA74B,SNORA74C-1,SNORA74D
SNORA74D	RF00090,SNORA74A,SNORA74B,SNORA74C-1,SNORA74C-2
SNORA75	RF00072,SNORA75B
SNORA75B	RF00072,SNORA75
SNORA77	RF00599
SNORA78	RF01225
SNORA79	SNORA79B
SNORA79B	SNORA79
SNORA7A	RF00409,SNORA7B
SNORA7B	RF00409,SNORA7A
SNORA8	RF00393
SNORA80A	RF00406,SNORA80B,SNORA80D,SNORA80E
SNORA80B	RF00406,SNORA80A,SNORA80D,SNORA80E
SNORA80D	RF00406,SNORA80A,SNORA80B,SNORA80E
SNORA80E	RF00406,SNORA80A,SNORA80B,SNORA80D
SNORA81	RF01241
SNORA9	RF00411,SNORA9B
SNORA9B	RF00411,SNORA9
SNORD109A	SNORD109B
SNORD109B	SNORD109A
SNORD11	RF01182
SNORD111	RF00611,SNORD111B
SNORD111B	RF00611,SNORD111
SNORD112	RF01169
SNORD113-1	RF00181,SNORD113-2,SNORD113-3,SNORD113-4,SNORD113-5,SNORD113-6,SNORD113-7,SNORD113-8,SNORD113-9
SNORD113-2	RF00181,SNORD113-1,SNORD113-3,SNORD113-4,SNORD113-5,SNORD113-6,SNORD113-7,SNORD113-8,SNORD113-9
SNORD113-3	RF00181,SNORD113-1,SNORD113-2,SNORD113-4,SNORD113-5,SNORD113-6,SNORD113-7,SNORD113-8,SNORD113-9
SNORD113-4	RF00181,SNORD113-1,SNORD113-2,SNORD113-3,SNORD113-5,SNORD113-6,SNORD113-7,SNORD113-8,SNORD113-9
SNORD113-5	RF00181,SNORD113-1,SNORD113-2,SNORD113-3,SNORD113-4,SNORD113-6,SNORD113-7,SNORD113-8,SNORD113-9
SNORD113-6	RF00181,SNORD113-1,SNORD113-2,SNORD113-3,SNORD113-4,SNORD113-5,SNORD113-7,SNORD113-8,SNORD113-9
SNORD113-7	RF00181,SNORD113-1,SNORD113-2,SNORD113-3,SNORD113-4,SNORD113-5,SNORD113-6,SNORD113-8,SNORD113-9
SNORD113-8	RF00181,SNORD113-1,SNORD113-2,SNORD113-3,SNORD113-4,SNORD113-5,SNORD113-6,SNORD113-7,SNORD113-9
SNORD113-9	RF00181,SNORD113-1,SNORD113-2,SNORD113-3,SNORD113-4,SNORD113-5,SNORD113-6,SNORD113-7,SNORD113-8
SNORD114-1	RF00181,SNORD114-17,SNORD114-3
SNORD114-10	SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-11	RF00181,SNORD114-12,SNORD114-13,SNORD114-14,SNORD114-16,SNORD114-19,SNORD114-30
SNORD114-12	RF00181,SNORD114-11,SNORD114-13,SNORD114-14,SNORD114-16,SNORD114-19,SNORD114-30
SNORD114-13	RF00181,SNORD114-11,SNORD114-12,SNORD114-14,SNORD114-16,SNORD114-19,SNORD114-30
SNORD114-14	RF00181,SNORD114-11,SNORD114-12,SNORD114-13,SNORD114-16,SNORD114-19,SNORD114-30
SNORD114-15	SNORD114-10,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-16	RF00181,SNORD114-11,SNORD114-12,SNORD114-13,SNORD114-14,SNORD114-19,SNORD114-30
SNORD114-17	RF00181,SNORD114-1,SNORD114-3
SNORD114-18	SNORD114-10,SNORD114-15,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-19	RF00181,SNORD114-11,SNORD114-12,SNORD114-13,SNORD114-14,SNORD114-16,SNORD114-30
SNORD114-2	RF00181,SNORD114-26,SNORD114-31,SNORD114-4,SNORD114-6
SNORD114-20	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-21	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-22	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-23	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-24	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-25	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-26	RF00181,SNORD114-2,SNORD114-31,SNORD114-4,SNORD114-6
SNORD114-27	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-28	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-29,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-29	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-5,SNORD114-7,SNORD114-9
SNORD114-3	RF00181,SNORD114-1,SNORD114-17
SNORD114-30	RF00181,SNORD114-11,SNORD114-12,SNORD114-13,SNORD114-14,SNORD114-16,SNORD114-19
SNORD114-31	RF00181,SNORD114-2,SNORD114-26,SNORD114-4,SNORD114-6
SNORD114-4	RF00181,SNORD114-2,SNORD114-26,SNORD114-31,SNORD114-6
SNORD114-5	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-7,SNORD114-9
SNORD114-6	RF00181,SNORD114-2,SNORD114-26,SNORD114-31,SNORD114-4
SNORD114-7	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-9
SNORD114-9	SNORD114-10,SNORD114-15,SNORD114-18,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-5,SNORD114-7
SNORD115-1	SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-10	SNORD115-1,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-11	SNORD115-1,SNORD115-10,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-12	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-13	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-14	SNORD115-15,SNORD115-24,SNORD115-30,SNORD115-32,SNORD115-34,SNORD115-38,SNORD115-39,SNORD115-42,SNORD115-6,SNORD115-8
SNORD115-15	SNORD115-14,SNORD115-24,SNORD115-30,SNORD115-32,SNORD115-34,SNORD115-38,SNORD115-39,SNORD115-42,SNORD115-6,SNORD115-8
SNORD115-16	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-17	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-18	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-19	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-2	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-20	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-21	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-22	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-23	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-24	SNORD115-14,SNORD115-15,SNORD115-30,SNORD115-32,SNORD115-34,SNORD115-38,SNORD115-39,SNORD115-42,SNORD115-6,SNORD115-8
SNORD115-25	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-26	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-27	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-28	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-29,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
SNORD115-29	SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-3,SNORD115-31,SNORD115-33,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-43,SNORD115-44,SNORD115-5,SNORD115-7,SNORD115-9
